"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides","area_1","area_2","area_3","area_4_and_5","area_6","area_7","area_8"
"1090","P26038;V9GZ54;E9PNP4","P26038;V9GZ54;E9PNP4","P26038","32;5;1","32;5;1","22;4;0","Moesin",3,32,32,22,4.43671096788743,4.52237212989776,4.29748468639288,4.87469307549474,4.00081214597333,4.05222286520187,0.494206957253349
"1091","P26196","P26196","P26196","9","9","9","Probable ATP-dependent RNA helicase DDX6",1,9,9,9,-0.516194401342471,-0.192513131708928,-1.21005414391664,-2.31222231429432,-0.333501888336166,-0.494852083373132,NA
"1092","P26373;J3QSB4;J3KS98;H3BUK8;H3BTH3","P26373;J3QSB4;J3KS98;H3BUK8;H3BTH3","P26373;J3QSB4","8;4;2;1;1","8;4;2;1;1","8;4;2;1;1","60S ribosomal protein L13;60S ribosomal protein L13 (Fragment)",5,8,8,8,3.37377562627685,3.34791061564649,3.69507495889593,2.86692244452297,3.69610793967463,3.40839302225194,NA
"1093","P26447","P26447","P26447","6","6","6","Protein S100-A4",1,6,6,6,4.3974575835882,3.5253062898003,3.54089421214551,4.84473411954595,2.33792207094017,2.17497350389694,2.19580528526407
"1094","P26583;D6R9A6","P26583;D6R9A6","P26583;D6R9A6","5;3","4;2","4;2","High mobility group protein B2;High mobility group protein B2 (Fragment)",2,5,4,4,2.81042818417412,2.50648623613673,2.6575555873047,1.71859034782405,2.68529319108416,3.03739254426341,NA
"1095","P26599;A6NLN1;A0A7I2V621;A0A0U1RRM4;A0A7I2V4H6;A0A6Q8PEX4;A0A0D9SF20;K7EKJ7;K7ES59;A0A087WU68;K7EK45;A0A087WUW5;K7ELW5","P26599;A6NLN1;A0A7I2V621;A0A0U1RRM4;A0A7I2V4H6;A0A6Q8PEX4;A0A0D9SF20;K7EKJ7;K7ES59;A0A087WU68;K7EK45;A0A087WUW5;K7ELW5","P26599;A6NLN1;A0A7I2V621;A0A0U1RRM4;A0A7I2V4H6;A0A6Q8PEX4","17;16;16;16;10;10;7;7;5;5;5;3;3","17;16;16;16;10;10;7;7;5;5;5;3;3","15;14;14;14;9;9;6;7;5;4;4;2;3","Polypyrimidine tract-binding protein 1;Polypyrimidine tract-binding protein 1;Polypyrimidine tract-binding protein 1;Polypyrimidine tract-binding protein 1;Polypyrimidine tract-binding protein 1;Polypyrimidine tract-binding protein 1",13,17,17,15,5.15612185628124,5.42921119571444,5.68289240760216,4.00821163375382,5.2538557721801,5.00900510170654,2.18120577974001
"1096","P26639;A2RTX5","P26639;A2RTX5","P26639","11;1","11;1","11;1","Threonine--tRNA ligase 1, cytoplasmic",2,11,11,11,-1.57196224027025,-2.10734704134443,-3.91756915475015,-2.64425393242462,-2.39140250610864,-0.930696149224161,NA
"1097","P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;A0A140T904","P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;A0A140T904","P26640;A0A140T936;A0A140T954","12;10;6;5;5;3","12;10;6;5;5;3","12;10;6;5;5;3","Valine--tRNA ligase;Valine--tRNA ligase (Fragment);Valine--tRNA ligase (Fragment)",6,12,12,12,-0.118010463014389,-0.578334460204548,-0.296575957583102,-2.53525076383413,-0.835322117152426,-0.823158969515532,NA
"1098","P26641","P26641","P26641","15","15","15","Elongation factor 1-gamma",1,15,15,15,2.74941504997517,2.79716887317108,3.39755533539848,2.49543537981125,2.7739592809788,2.85560168495898,-2.59940854754183
"1099","P27105;F8VSL7","P27105;F8VSL7","P27105","11;3","11;3","11;3","Stomatin",2,11,11,11,1.86133876422034,2.35930988417892,1.81358201659852,1.42126096572518,1.95391233280091,1.45028470833141,NA
"1100","P27338","P27338","P27338","14","14","13","Amine oxidase [flavin-containing] B",1,14,14,13,0.640631900637629,1.30470232087771,1.72116730748971,-3.64110410070945,1.95762351568166,2.03858459626248,-1.64325570476219
"1101","P27348;E9PG15","P27348;E9PG15","P27348;E9PG15","10;5","6;3","6;3","14-3-3 protein theta;14-3-3 protein theta (Fragment)",2,10,6,6,4.54986711177809,4.64889202723723,4.31606820827303,4.33124843731597,4.25568721891786,4.1968369162838,3.01951117151442
"1102","P27694;I3L4R8","P27694;I3L4R8","P27694;I3L4R8","7;4","7;4","7;4","Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit (Fragment)",2,7,7,7,0.0290643448856116,-0.101313048471898,-0.276978959807305,-1.75453156697052,-0.588091992275597,-0.578728457724335,NA
"1103","P27797;K7EL50;A0A7P0T861;K7EJB9","P27797;K7EL50;A0A7P0T861;K7EJB9","P27797;K7EL50;A0A7P0T861;K7EJB9","18;17;15;14","18;17;15;14","18;17;15;14","Calreticulin;Calreticulin;Calreticulin;Calreticulin",4,18,18,18,4.52107375357865,4.53687649176998,4.23554813665284,3.94955301390367,4.49893795078746,4.85887502771472,2.18524528097007
"1104","P27816;A0A804HKE7;E7EVA0;H7C456;H0Y2V1;H7C4C5;F8W9U4;A0A0J9YVV8;A0A0J9YW37;B5MEG9","P27816;A0A804HKE7;E7EVA0;H7C456;H0Y2V1;H7C4C5;F8W9U4;A0A0J9YVV8;A0A0J9YW37;B5MEG9","P27816;A0A804HKE7;E7EVA0","23;22;22;5;5;5;5;4;4;4","23;22;22;5;5;5;5;4;4;4","23;22;22;5;5;5;5;4;4;4","Microtubule-associated protein 4;Microtubule-associated protein;Microtubule-associated protein",10,23,23,23,1.62953992587554,1.65680032056051,1.73104911074554,2.23430422957961,1.73074111914287,1.64610403406896,0.717474733969485
"1105","P28066","P28066","P28066","5","5","5","Proteasome subunit alpha type-5",1,5,5,5,2.25884182065801,2.20205084067943,2.12685722847745,2.18849734809151,1.9150665410927,1.93033317940025,NA
"1106","P28070","P28070","P28070","5","5","5","Proteasome subunit beta type-4",1,5,5,5,2.03556221729426,1.43155085310421,1.83597696601636,1.40687640886022,1.60000697831113,1.53903413075773,-2.31913136085744
"1107","P28072;I3L3X7;A0A087X2I4","P28072;I3L3X7;A0A087X2I4","P28072","3;1;1","3;1;1","3;1;1","Proteasome subunit beta type-6",3,3,3,3,0.637479962487614,0.536089650403646,0.934636122913076,-0.366210671972187,0.432977688445447,0.652791790246813,-1.30761663080474
"1108","P28074;H0YJM8","P28074;H0YJM8","P28074","6;2","6;2","6;2","Proteasome subunit beta type-5",2,6,6,6,-0.297363724004036,-0.494014004867207,0.176080826267341,-1.73890684024194,-0.841942526663388,-0.649348463965715,NA
"1109","P28331;B4DJ81;C9JPQ5","P28331;B4DJ81;C9JPQ5","P28331;B4DJ81","12;11;1","12;11;1","12;11;1","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial;NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",3,12,12,12,-0.982921155486824,-0.500633493882813,-1.31349783108129,-0.672866745981377,-0.736684546783568,-0.496709309939256,-2.7396484951636
"1110","P28482","P28482","P28482","10","10","9","Mitogen-activated protein kinase 1",1,10,10,9,1.4630436791321,1.10280742218833,0.903636472674023,1.28931261008889,0.688104217648768,0.898360618339147,-2.2636294741082
"1111","P28838;H0Y9Q1;H0Y983","P28838;H0Y9Q1;H0Y983","P28838","13;6;3","13;6;3","13;6;3","Cytosol aminopeptidase",3,13,13,13,2.76004963534615,2.19407649376686,1.84541897866167,0.696710215743035,1.54327418621173,1.7040619395877,NA
"1112","P29218;E5RG13;E5RIP7;H0YBL1;E5RG94;E5RIF4;E5RHE9;E5RI82;E5RGY4","P29218;E5RG13;E5RIP7;H0YBL1;E5RG94;E5RIF4;E5RHE9;E5RI82;E5RGY4","P29218;E5RG13;E5RIP7;H0YBL1","3;2;2;2;1;1;1;1;1","3;2;2;2;1;1;1;1;1","3;2;2;2;1;1;1;1;1","Inositol monophosphatase 1;Inositol monophosphatase 1 (Fragment);Inositol-1-monophosphatase (Fragment);Inositol-1-monophosphatase (Fragment)",9,3,3,3,-3.04304331631816,-2.89790401894261,NA,-3.32053201334538,-3.14947335467116,-2.73140095867771,NA
"1113","P29350;F5H5H9;F5H1Z8;F5H0N8;F5H1V7;F5H4Z1;F5GXD4;U3KQS1;F5GY79","P29350;F5H5H9;F5H1Z8;F5H0N8;F5H1V7;F5H4Z1;F5GXD4;U3KQS1;F5GY79","P29350;F5H5H9;F5H1Z8;F5H0N8","5;3;3;3;2;2;2;2;1","5;3;3;3;2;2;2;2;1","5;3;3;3;2;2;2;2;1","Tyrosine-protein phosphatase non-receptor type 6;Tyrosine-protein phosphatase non-receptor type 6 (Fragment);Tyrosine-protein phosphatase non-receptor type 6 (Fragment);Tyrosine-protein phosphatase non-receptor type 6 (Fragment)",9,5,5,5,-0.992010618782572,-3.29699269998715,-2.25454810524299,-4.2665597794583,-3.66716530505153,-2.9095446976436,NA
"1114","P29401;E9PFF2;F8W888;F8WAX4","P29401;E9PFF2;F8W888;F8WAX4","P29401","23;9;3;1","23;9;3;1","23;9;3;1","Transketolase",4,23,23,23,4.64479171642453,4.78061671401338,4.60431373394825,2.81945362000125,4.89433169113415,5.09769388476255,0.929104130681544
"1115","P29536;Q9BV00","P29536;Q9BV00","P29536","13;5","13;5","13;5","Leiomodin-1",2,13,13,13,-0.186393534767934,-0.0465717055837445,0.526291910957717,3.4689797324275,0.33081825799756,1.26133363083303,0.629410142954056
"1116","P29590;H3BT29;H3BT57;H3BUJ5;H3BVD2","P29590;H3BT29;H3BT57;H3BUJ5;H3BVD2","P29590;H3BT29;H3BT57;H3BUJ5","8;7;7;6;3","8;7;7;6;3","8;7;7;6;3","Protein PML;Protein PML (Fragment);Protein PML;Protein PML (Fragment)",5,8,8,8,-0.492808066717355,-0.254900697165393,-0.655222544241417,-1.74123978874658,-1.45685283581787,-1.87386311484324,-5.27288343854437
"1117","P29692;E9PRY8;E9PK01;E9PQZ1;A0A087X1X7;E9PQ49;E9PI39;E9PPR1;E9PL12;E9PL71;H0YE58;E9PMW7;E9PN91;E9PIZ1;H0YCK7;E9PK06;E9PQC9;E9PKK3;E9PK72;E9PNW6;E9PJD0","P29692;E9PRY8;E9PK01;E9PQZ1;A0A087X1X7;E9PQ49;E9PI39;E9PPR1;E9PL12;E9PL71;H0YE58;E9PMW7;E9PN91;E9PIZ1;H0YCK7;E9PK06;E9PQC9;E9PKK3;E9PK72;E9PNW6;E9PJD0","P29692;E9PRY8;E9PK01;E9PQZ1;A0A087X1X7;E9PQ49;E9PI39;E9PPR1;E9PL12;E9PL71","12;11;10;9;8;7;7;6;6;6;5;5;4;4;4;3;2;2;2;1;1","12;11;10;9;8;7;7;6;6;6;5;5;4;4;4;3;2;2;2;1;1","10;9;8;7;7;6;6;6;6;5;3;5;4;4;4;3;2;2;2;1;1","Elongation factor 1-delta;Elongation factor 1-delta;Elongation factor 1-delta (Fragment);Elongation factor 1-delta;Elongation factor 1-delta;Elongation factor 1-delta (Fragment);Elongation factor 1-delta (Fragment);Elongation factor 1-delta (Fragment);Elon",21,12,12,10,2.49582531018363,2.46094873311828,1.78266579509298,2.68437746180571,2.53843238945962,2.49821221572793,NA
"1118","P29966","P29966","P29966","5","5","5","Myristoylated alanine-rich C-kinase substrate",1,5,5,5,1.7300031948139,-0.018520638755561,1.81490432185709,1.39077943128196,2.19795941657378,1.30844954631452,NA
"1119","P29992;K7EL62;A0A087WVZ3;E9PC54;P19086;Q03113","P29992;K7EL62;A0A087WVZ3;E9PC54;P19086;Q03113","P29992;K7EL62","7;5;2;1;1;1","7;5;2;1;1;1","3;2;1;0;0;0","Guanine nucleotide-binding protein subunit alpha-11;Guanine nucleotide-binding protein subunit alpha-11 (Fragment)",6,7,7,3,1.93935469158644,1.8856325309778,1.7953473865556,-0.171167097981275,1.50117379998764,1.73404873007942,NA
"1120","P30038;Q5TF55","P30038;Q5TF55","P30038","3;1","3;1","3;1","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",2,3,3,3,-0.836236252401893,-0.651559130533748,-0.781954324195375,-4.33192619421028,-1.68653716162995,-1.5992059896027,NA
"1121","P30040;F8VY02","P30040;F8VY02","P30040;F8VY02","9;6","9;6","9;6","Endoplasmic reticulum resident protein 29;Endoplasmic reticulum resident protein 29",2,9,9,9,2.0210318430517,2.13350944289562,1.89718178831586,2.42197065053179,2.46825191207364,1.99360433036814,NA
"1122","P30041","P30041","P30041","15","15","15","Peroxiredoxin-6",1,15,15,15,4.6495227166223,4.81484656606488,3.6769000674845,3.7445501893942,4.46003352901682,4.89626424598378,2.4293712242538
"1123","P30043;A0A2R8YEP4;A0A2R8Y7Y9;M0QZL1;M0R192","P30043;A0A2R8YEP4;A0A2R8Y7Y9;M0QZL1;M0R192","P30043;A0A2R8YEP4;A0A2R8Y7Y9;M0QZL1;M0R192","6;5;4;4;4","6;5;4;4;4","6;5;4;4;4","Flavin reductase (NADPH);Flavin reductase (NADPH);Flavin reductase (NADPH);Flavin reductase (NADPH);Flavin reductase (NADPH)",5,6,6,6,3.45320929604967,3.64122489648558,2.90265691838201,2.76478596322971,2.92186722796154,2.95606569401859,4.14091048173419
"1124","P30044","P30044","P30044","10","10","10","Peroxiredoxin-5, mitochondrial",1,10,10,10,5.54788878436368,5.93978830102471,6.18102626470859,3.57618022555862,5.85883743971274,6.19696402597911,2.88612299791255
"1125","P30046;J3KQ18;B5MC82;A6NHG4;H7C342","P30046;J3KQ18;B5MC82;A6NHG4;H7C342","P30046;J3KQ18;B5MC82;A6NHG4","3;2;2;2;1","3;2;2;2;1","3;2;2;2;1","D-dopachrome decarboxylase;D-dopachrome decarboxylase;D-dopachrome decarboxylase;D-dopachrome decarboxylase-like protein",5,3,3,3,0.0178565900391554,-1.34016088546941,-1.47337546118922,NA,-0.669950494586249,0.481299805916951,NA
"1126","P30048","P30048","P30048","6","6","6","Thioredoxin-dependent peroxide reductase, mitochondrial",1,6,6,6,2.44409049825303,2.95649790823056,2.60288788811447,2.39419332614881,2.91302006804509,3.03611425174877,NA
"1127","P30049","P30049","P30049","2","2","2","ATP synthase subunit delta, mitochondrial",1,2,2,2,2.80963582109454,2.63723324758099,3.63826510767383,3.58964953514205,3.27506517628308,3.13442738664014,2.34776911903048
"1128","P30050","P30050","P30050","5","5","5","60S ribosomal protein L12",1,5,5,5,3.13184129256477,3.06354713616859,3.21657295965304,2.81868391873028,2.84575113176188,2.98155388002018,-0.0920969615476093
"1129","P30084","P30084","P30084","5","5","5","Enoyl-CoA hydratase, mitochondrial",1,5,5,5,-0.72344532235153,-0.0764146019471497,-0.573935818343553,-0.81743897492262,-0.011107396585313,0.316708556874058,NA
"1130","P30085;Q5T0D2;A0A494BXC7","P30085;Q5T0D2;A0A494BXC7","P30085;Q5T0D2","5;4;2","5;4;2","5;4;2","UMP-CMP kinase;Nucleoside-diphosphate kinase",3,5,5,5,1.12169430674775,2.52333024868717,-0.64370647460124,0.593678782910821,0.761638803039826,2.32903229016867,NA
"1131","P30086","P30086","P30086","8","8","8","Phosphatidylethanolamine-binding protein 1",1,8,8,8,3.86623713161088,4.17193671613444,3.25903920300719,4.73869110901849,4.01067041907088,4.5879220051496,1.75632592715878
"1132","P30101;A0A8I5KNU9;A0A8I5KT88;A0A8I5KS72;A0A8I5KW33;A0A8I5KW00;A0A8I5QKQ5;A0A8I5KPY2;A0A8I5KXC9;A0A8I5KRV3;A0A8I5KXE2;A0A8I5KYJ6;A0A8I5QJM1;A0A8I5KP58;H7BZJ3;A0A8I5KTA1;A0A8I5QKT6","P30101;A0A8I5KNU9;A0A8I5KT88;A0A8I5KS72;A0A8I5KW33;A0A8I5KW00;A0A8I5QKQ5;A0A8I5KPY2;A0A8I5KXC9;A0A8I5KRV3;A0A8I5KXE2;A0A8I5KYJ6;A0A8I5QJM1;A0A8I5KP58;H7BZJ3;A0A8I5KTA1;A0A8I5QKT6","P30101;A0A8I5KNU9;A0A8I5KT88;A0A8I5KS72;A0A8I5KW33;A0A8I5KW00;A0A8I5QKQ5;A0A8I5KPY2;A0A8I5KXC9;A0A8I5KRV3;A0A8I5KXE2;A0A8I5KYJ6","23;22;22;21;21;20;20;19;18;17;13;13;7;7;5;3;2","23;22;22;21;21;20;20;19;18;17;13;13;7;7;5;3;2","23;22;22;21;21;20;20;19;18;17;13;13;7;7;5;3;2","Protein disulfide-isomerase A3;Protein disulfide-isomerase;Protein disulfide-isomerase;Protein disulfide-isomerase;Protein disulfide-isomerase;Protein disulfide-isomerase;Protein disulfide-isomerase;Protein disulfide-isomerase;Protein disulfide-isomerase;P",17,23,23,23,4.94029010561516,5.17045778720853,4.92072770939597,4.78392520705778,4.92964859099474,5.13047311079237,1.73032491062412
"1133","P30153;B3KQV6;C9J9C1;E9PH38;P30154;M0QXG4;M0R0K6;E9PPI5;E9PNM7;E9PHZ6;H0YDG7","P30153;B3KQV6;C9J9C1;E9PH38;P30154;M0QXG4;M0R0K6;E9PPI5;E9PNM7;E9PHZ6;H0YDG7","P30153;B3KQV6","13;11;6;4;3;1;1;1;1;1;1","13;11;6;4;3;1;1;1;1;1;1","13;11;6;4;3;1;1;1;1;1;1","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform",11,13,13,13,2.68743353779922,2.62242506058085,3.02348170098531,1.9412218944449,2.23246120470721,2.38455103731188,-0.0645619656917393
"1134","P30520","P30520","P30520","6","6","5","Adenylosuccinate synthetase isozyme 2",1,6,6,5,-0.0265446758068997,-0.371484038735289,-0.501148183559764,-2.76617739781054,-0.374346765511358,-0.24338887362623,NA
"1135","P30533;A0A3B3IRQ7","P30533;A0A3B3IRQ7","P30533;A0A3B3IRQ7","5;3","5;3","5;3","Alpha-2-macroglobulin receptor-associated protein;Alpha-2-macroglobulin receptor-associated protein",2,5,5,5,1.98358415920131,1.16449120476429,2.17698479985465,-1.85737004321311,1.62535995230673,1.59993990798108,NA
"1136","P30711;A0A0G2JRQ5;A0A0G2JQD2;A0A0G2JQM0;A0A0G2JRN4;A0A0G2JMS2;A0A0G2JQD8;A0A0G2JRG0;A0A1B0GXB6;A0A0G2JRJ5","P30711;A0A0G2JRQ5;A0A0G2JQD2;A0A0G2JQM0;A0A0G2JRN4;A0A0G2JMS2;A0A0G2JQD8;A0A0G2JRG0;A0A1B0GXB6;A0A0G2JRJ5","P30711;A0A0G2JRQ5","8;4;3;3;3;2;2;2;2;2","8;4;3;3;3;2;2;2;2;2","8;4;3;3;3;2;2;2;2;2","Glutathione S-transferase theta-1;Glutathione transferase",10,8,8,8,1.93548590176206,2.57020334344874,2.41639317583646,2.27801354613082,1.99633452011276,2.01071262168866,1.05066057643055
"1137","P30740;C9J7N5;O75830","P30740;C9J7N5;O75830","P30740","18;1;1","18;1;1","17;0;0","Leukocyte elastase inhibitor",3,18,18,17,3.72381293715029,3.62222312568112,3.44115097150685,1.66947666396981,2.82081874640497,3.48721574293132,NA
"1138","P30837;A0A0U1RQK9","P30837;A0A0U1RQK9","P30837","13;1","12;1","12;1","Aldehyde dehydrogenase X, mitochondrial",2,13,12,12,0.572794755365916,0.817298199351711,0.957891747255765,1.13893484239373,1.01406040924295,2.32478096961231,NA
"1139","P31146;H3BRY3;H3BTU6;H3BRJ0","P31146;H3BRY3;H3BTU6;H3BRJ0","P31146;H3BRY3","7;4;2;2","7;4;2;2","7;4;2;2","Coronin-1A;Coronin",4,7,7,7,4.28625135917384,1.91729749948377,-0.174838988916616,3.00536365265622,1.62335871042544,1.88570490432049,NA
"1140","P31150;G5E9U5","P31150;G5E9U5","P31150","17;5","10;3","10;3","Rab GDP dissociation inhibitor alpha",2,17,10,10,0.813184855719399,0.846752974065957,1.39345771824479,1.3807423217848,0.873182206410199,1.14218475550377,NA
"1141","P31153;Q00266","P31153;Q00266","P31153","6;1","6;1","6;1","S-adenosylmethionine synthase isoform type-2",2,6,6,6,-0.11459722425089,-0.302520139917718,-0.369542095717861,-1.5214179755981,-0.512418244274389,0.117954215515368,NA
"1142","P31689","P31689","P31689","5","5","5","DnaJ homolog subfamily A member 1",1,5,5,5,0.605058484795236,-0.514167222972095,-0.618824279214351,-0.694177620408556,0.891036189900518,0.92702663187211,NA
"1143","P31930","P31930","P31930","12","12","11","Cytochrome b-c1 complex subunit 1, mitochondrial",1,12,12,11,1.89634084943349,1.96439385296516,1.34135579709349,0.93962472910783,1.52252073941904,1.58556462015806,NA
"1144","P31937;H7BZL2","P31937;H7BZL2","P31937","6;2","6;2","6;2","3-hydroxyisobutyrate dehydrogenase, mitochondrial",2,6,6,6,0.420238083309481,0.443120704676804,-0.253422227175761,-1.31683505144671,1.07360976604361,1.01443898775716,NA
"1145","P31939;C9JLK0;H7C1S2;F8WEF0","P31939;C9JLK0;H7C1S2;F8WEF0","P31939","12;4;4;1","12;4;4;1","12;4;4;1","Bifunctional purine biosynthesis protein ATIC",4,12,12,12,0.536220981894179,0.672086764074852,-2.12007368685594,-0.683919079668769,-0.0273015821625648,0.559464902585198,NA
"1146","P31942","P31942","P31942","8","8","8","Heterogeneous nuclear ribonucleoprotein H3",1,8,8,8,3.44485614708239,3.35778593479347,2.65914039020418,3.14682386617855,3.57020627773301,3.23627079979264,-2.64473972772118
"1147","P31946;Q4VY20;Q4VY19;A0A0J9YWE8;A0A0J9YWZ2","P31946;Q4VY20;Q4VY19;A0A0J9YWE8;A0A0J9YWZ2","P31946","13;5;5;5;3","7;2;2;2;1","6;1;1;1;1","14-3-3 protein beta/alpha",5,13,7,6,4.49422352485419,4.22675673227367,3.57735652392237,4.79016480959663,4.197017812032,4.08617673281654,NA
"1148","P31948;F5H783;F5GXD8;H0YGI8","P31948;F5H783;F5GXD8;H0YGI8","P31948;F5H783","18;9;8;4","18;9;8;4","18;9;8;4","Stress-induced-phosphoprotein 1;Stress-induced-phosphoprotein 1",4,18,18,18,0.912692417588183,1.21520854183514,1.31191660577756,0.825202378208051,1.73426887094165,1.87906585244593,-2.07804731444659
"1149","P31949","P31949","P31949","5","5","5","Protein S100-A11",1,5,5,5,5.60542377028672,5.43661260017569,5.48138746539165,5.27133042781112,6.40017197182434,6.45143591392806,4.4611410577099
"1150","P32119;A6NIW5","P32119;A6NIW5","P32119;A6NIW5","12;7","11;7","11;7","Peroxiredoxin-2;Peroxiredoxin 2, isoform CRA_a",2,12,11,11,4.65688398493836,5.12374053909258,4.8374662175555,4.96665311639018,4.6455005679557,4.95339713308623,2.21785657446969
"1151","P32455;A0A7P0TAZ1;H3BNS1;Q9H0R5","P32455;A0A7P0TAZ1;H3BNS1;Q9H0R5","P32455","5;2;1;1","5;2;1;1","5;2;1;1","Guanylate-binding protein 1",4,5,5,5,-1.90267659994804,-2.15512482758821,-2.11450992055864,-4.00547324176017,-2.52080354939972,-1.98921217813999,NA
"1152","P33176;A0A0G2JMZ6;A0A7I2V4K6;A0A7I2V3N5;J3KNA1;A0A7I2V492;A0A6Q8PEZ8;A0A6Q8PGJ3;O60282;Q12840;A0A7I2V581;A0A7I2YQQ7;A0A7I2V352;A0A7I2V3V4;A0A6Q8PGT2;A0A6Q8PGN1;A0A6Q8PFV6","P33176;A0A0G2JMZ6;A0A7I2V4K6;A0A7I2V3N5;J3KNA1;A0A7I2V492;A0A6Q8PEZ8;A0A6Q8PGJ3;O60282;Q12840;A0A7I2V581;A0A7I2YQQ7;A0A7I2V352;A0A7I2V3V4;A0A6Q8PGT2;A0A6Q8PGN1;A0A6Q8PFV6","P33176","19;5;5;5;5;5;5;5;5;5;4;3;3;3;1;1;1","19;5;5;5;5;5;5;5;5;5;4;3;3;3;1;1;1","19;5;5;5;5;5;5;5;5;5;4;3;3;3;1;1;1","Kinesin-1 heavy chain",17,19,19,19,0.467956769999546,0.181710705609294,-0.0872928716877119,-0.305110219881332,0.255359883806481,0.0974011155791068,NA
"1153","P33316;A0A0C4DGL3;H0YNW5;H0YKC5;H0YKI0;H0YMM5;H0YNJ9;H0YMP1","P33316;A0A0C4DGL3;H0YNW5;H0YKC5;H0YKI0;H0YMM5;H0YNJ9;H0YMP1","P33316;A0A0C4DGL3;H0YNW5;H0YKC5;H0YKI0;H0YMM5;H0YNJ9","4;3;3;3;3;2;2;1","4;3;3;3;3;2;2;1","4;3;3;3;3;2;2;1","Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial;Deoxyuridine 5-triphosphate nucleotidohydrolase;Deoxyuridine 5-triphosphate nucleotidohydrolase;Deoxyuridine 5-triphosphate nucleotidohydrolase (Fragment);Deoxyuridine 5-triphosphate nucle",8,4,4,4,-1.49528636449029,-1.06823453332733,NA,-1.0744253888746,-1.02138224575075,-1.12018018479193,NA
"1154","P33993","P33993","P33993","2","2","2","DNA replication licensing factor MCM7",1,2,2,2,-3.5447137514852,-3.44822782683129,-3.80862936281654,NA,-5.81410000635135,-5.33790302297164,NA
"1155","P34932","P34932","P34932","16","16","15","Heat shock 70 kDa protein 4",1,16,16,15,-0.0641509581493835,-0.310031791263388,-0.14973456925383,-1.35407932889203,-0.0227396637243018,-0.0409633575675485,NA
"1156","P35221;G3XAM7;E5RIB1;E5RG03;E5RGY6;E5RJ41;E5RJL0;E5RIE0;E5RHV7;H0YBB8;E5RFM3;E5RJP7;E5RGD2;E5RGY7;A0A087WZL6;E5RGU3;E5RHJ5;E5RFG3;E5RFK9;E5RFM5;E5RJZ2;E5RGG4;E5RJ43;E5RGS1;E5RIT8;A0A804HI07;Q9UI47","P35221;G3XAM7;E5RIB1;E5RG03;E5RGY6;E5RJ41;E5RJL0;E5RIE0;E5RHV7;H0YBB8;E5RFM3;E5RJP7;E5RGD2;E5RGY7;A0A087WZL6;E5RGU3;E5RHJ5;E5RFG3;E5RFK9;E5RFM5;E5RJZ2;E5RGG4;E5RJ43;E5RGS1;E5RIT8;A0A804HI07;Q9UI47","P35221;G3XAM7","30;26;11;7;6;6;5;5;5;4;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1","30;26;11;7;6;6;5;5;5;4;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1","22;18;8;4;3;5;3;3;3;2;3;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1","Catenin alpha-1;Catenin (Cadherin-associated protein), alpha 1, 102kDa, isoform CRA_a",27,30,30,22,2.02786118144181,2.48004991503026,2.30129206491725,0.0976514078958566,2.75686965931102,2.42274614141679,-1.01239821817181
"1157","P35232;C9JW96;E7ESE2;E9PCW0;C9JZ20;A0A8I5KWR0","P35232;C9JW96;E7ESE2;E9PCW0;C9JZ20;A0A8I5KWR0","P35232;C9JW96;E7ESE2;E9PCW0;C9JZ20","14;12;11;11;11;1","14;12;11;11;11;1","14;12;11;11;11;1","Prohibitin 1;Prohibitin (Fragment);Prohibitin (Fragment);Prohibitin (Fragment);Prohibitin",6,14,14,14,4.4891188202826,3.82901439135962,4.57540737473029,2.64782372762318,4.01792495487491,3.6844140205597,0.754685205365128
"1158","P35270;REV__Q16649","P35270;REV__Q16649","P35270","5;1","5;1","5;1","Sepiapterin reductase",2,5,5,5,0.691926643999516,1.57581532378587,1.42591733926374,-2.95965981560854,0.354770346397256,1.67289038520637,NA
